Site Id,Sector id,Carrier Number DL (earfcn),Average User Throughput in DownLink (Mbps),Average DL PDCP Throughput (Mbit/s),Average UL PDCP Throughput (Mbit/s),Intra Frequency Handover Success Rate (%),Inter Frequency Handover Success Rate (%),Cell Availability,Scell Traffic Volume,Number of CSFB to GSM,DC_E_ERBS_EUTRANCELLFDD.pmPagDiscarded,Maximum Number of Users in a Cell,CA capable DL UE Payload(GB),PS E-UTRAN RRC Setup successful Ratio (%),DC_E_ERBS_EUTRANCELLFDD.pmCellDowntimeMan,IRAT/Session Continuity to 2G,PS Drop Call Rate_NUM,PS Drop Call Rate_DENOM,DL User Throughput(Mbps)_DENOM,Average User Throughput in UpLink (Mbps)_NUM,Average User Throughput in UpLink (Mbps)_DENOM
5,0,0.0,0.0188112495270629,0.3435819909776454,0.2189103401897691,0.9856607249,0.999098519,1.0,0.0297095571220905,0.0986910255202938,0.0,0.0583756345177664,0.0801684888565248,0.9984718581,0.0,0.3806990881458966,0.1266447368421052,0.1613627267515441,0.1032017067040235,0.1319721090047122,0.1051069464906035
5,1,0.0,0.0178001465422775,0.418304721817875,0.2820501855716175,0.9821016892,0.9961795606,1.0,0.0627937770523217,0.1777003484320557,0.0,0.0939086294416243,0.212508688238684,0.9972830805,0.0,0.5288753799392097,0.2450657894736842,0.2368113621859011,0.1528962542823113,0.1618106910539011,0.0987289073600604
5,2,0.0,0.0323056197172659,0.4572772730842396,0.3366670134443133,0.9832182585,0.9974971121,1.0,0.0323565504832053,0.0945475091816555,0.0,0.0774111675126903,0.1715966083046489,0.9994678256,0.0,0.1998480243161094,0.0888157894736842,0.1341931052386773,0.0689999294267327,0.1075848278396687,0.0409777816297823
6,0,0.0,0.0281777843685985,0.6249555799924943,0.4187036360349359,0.9688670953,0.9949801849,1.0,0.1053624127110673,0.2351445522177229,0.0,0.1725888324873096,0.3814500865054115,0.9994411447,0.0,0.1838905775075988,0.1726973684210526,0.3047611063636462,0.1461543660702435,0.2726086991973451,0.1804417120664208
6,1,0.0,0.0444337513589284,0.4357228977044474,0.2360663337022043,0.9804645212,0.9957824639,1.0,0.0909452867170457,0.0920048968829456,0.0,0.0964467005076142,0.0646195042666603,0.9994486482,0.0,0.1390577507598784,0.1060855263157894,0.1390823931549969,0.0436833767386614,0.119945603910358,0.1027470863689143
6,2,0.0,0.0220933237568382,0.7234492687745288,0.45541448441957,0.9914809357,0.9931906615,1.0,0.1532763863745595,0.1709200489688294,0.0,0.133248730964467,0.5994708061006814,0.9997393502,0.0,0.283434650455927,0.2121710526315789,0.2794628273497247,0.2320976356232686,0.3467270374450146,0.2291419675837774
6,0,1.0,0.0373741587976151,0.7583553739628174,0.5142248089968166,0.9860142647,0.9904753733,1.0,0.3830280826194089,0.4361992654675581,0.0,0.2246192893401015,0.2920416973180704,0.9995446451,0.0,0.310790273556231,0.2738486842105263,0.5553208865620302,0.1176486831173957,0.2578178887912231,0.1158854173594016
6,1,1.0,0.0604634323316779,0.5733911575384474,0.3654139074710231,0.990235762,0.98647343,1.0,0.0579782252087422,0.1783595442132027,0.0,0.1434010152284263,0.1542946162485813,0.9996071653,0.0,0.2424012158054711,0.100328947368421,0.2544755373349054,0.0438478692626225,0.1472324667226522,0.0681548842671041
6,2,1.0,0.0338881909408873,0.8582825957971424,0.5605093070696446,0.9814350226,0.9956385029,1.0,0.6265623167337748,0.3428759770223185,0.0,0.1713197969543147,0.4362860824503588,0.9997592059,0.0,0.6337386018237082,0.3256578947368421,0.6008442675262583,0.1599139063566783,0.3407234033024255,0.1463117849235099
7,0,0.0,0.017362473084682,0.297018379198833,0.2972014022650681,0.9899816774,0.9961468722,1.0,0.1015167528925539,0.1438930219418024,0.0,0.0621827411167512,0.1006693310098961,0.9940123882,0.0,0.2211246200607902,0.0945723684210526,0.1268672861206961,0.097413808680077,0.1377373372144836,0.0687508964643989
7,1,0.0,0.0442553719777816,0.3112449531497309,0.2155915944087422,0.9905941296,0.9997218359,1.0,0.0791119442003444,0.0925699218382145,0.0,0.0431472081218274,0.0667259994849069,0.9921148738,0.0,0.0889057750759878,0.0773026315789473,0.0819550661460079,0.0251464395294467,0.1209223553129618,0.0785397457548551
7,2,0.0,0.0134628442306037,0.4253311554015307,0.3888287242240291,0.984263024,0.9954597049,1.0,0.121662806952876,0.1538751294848855,0.0,0.1015228426395939,0.1612054795526591,0.9972003404,0.0,0.2287234042553191,0.2360197368421052,0.184987073674646,0.2194941555961903,0.2715811442517135,0.1787187074320604
7,0,1.0,0.0274654106214068,0.5595947742363405,0.4711823298710849,0.9896781024,0.9788056077,1.0,0.1427756639236168,0.5802806290611169,0.0,0.1256345177664974,0.2541237656339061,0.998581392,0.0,0.2279635258358662,0.3223684210526316,0.4694662887924973,0.126994126011204,0.2413929066122176,0.0941695269661422
7,1,1.0,0.0672855219437412,0.4634247079116362,0.2814328389362217,0.9787750529,0.9961592885,1.0,0.0589695490913522,0.2214897824653922,0.0,0.0634517766497461,0.1104054614007798,0.9993713673,0.0,0.1003039513677811,0.0978618421052631,0.207570283513797,0.0256143847966682,0.1110286855190071,0.0517712205368638
7,2,1.0,0.0150256497602018,0.6488291906569186,0.539998543165406,0.9851561923,0.9943299433,1.0,0.1643028581436446,0.4704774460872021,0.0,0.1700507614213197,0.2331936119138587,0.9991012375,0.0,0.3495440729483283,0.40625,0.5296277867318572,0.3028631888300053,0.3510494517995138,0.1696697747264818
8,0,1.0,0.0286847872550606,0.6653563235667349,0.4437219481495028,0.9644940185,0.9605982811,1.0,0.0,0.2722478576137113,0.0,0.131979695431472,0.1712213270497131,0.9994481482,0.0,0.3419452887537993,0.4268092105263157,0.4260954925524895,0.1467623442047954,0.3150710312653781,0.1876295784463793
8,1,1.0,0.0387314358291824,0.6297580540644894,0.4219907925947541,0.9686903827,0.9905347847,1.0,0.0,0.2140502872210189,0.0,0.1078680203045685,0.1195912155928695,0.9995899932,0.0,0.5,0.2327302631578947,0.3755692450809653,0.0893619044519179,0.2546192859287734,0.1375089521772415
8,2,1.0,0.0500042079931234,0.5817770368206754,0.3444994877646903,0.9884649512,0.9948591013,1.0,0.0,0.1505791505791505,0.0,0.0875634517766497,0.0629325452888633,0.999752883,0.0,0.3275075987841945,0.1439144736842105,0.2385096325462156,0.0528240976799648,0.1629217521181599,0.0814696951784651
8,0,0.0,0.0229739101804084,0.3041961780709418,0.2274588462721256,0.9781077612,0.9428530913,1.0,0.0,0.0899331387136265,0.0,0.0621827411167512,0.0525664118020164,0.9992624042,0.0,0.1291793313069908,0.109375,0.1680882018886497,0.0710061104225722,0.1209579917436291,0.0866623704929396
8,1,0.0,0.0357047486780052,0.4361145529138617,0.2568828974508463,0.9585995958,0.9829059829,1.0,0.0,0.1015161502966381,0.0,0.065989847715736,0.125161008763399,0.9996510573,0.0,0.3199088145896656,0.078125,0.2144877605546962,0.0649903587810772,0.1392793173043958,0.1076975192694356
8,2,0.0,0.0375610943824561,0.3706864709863224,0.1682138825091676,0.9907436168,0.9959067229,1.0,0.0,0.0663904322440907,0.0,0.0507614213197969,0.2033530684157608,0.9995943936,0.0,0.2097264437689969,0.0814144736842105,0.1148577022510195,0.0377453459329893,0.0649315148568173,0.0570989480537336
9,0,0.0,0.0273382526846002,0.4087994295010378,0.2226193793037504,0.9956428681,0.9956634866,1.0,0.0466656954250284,0.0888030888030888,0.0,0.0621827411167512,0.1146319242608288,0.9979425456,0.0,0.1808510638297872,0.2911184210526316,0.1199471048276309,0.0819283633550699,0.123586261880959,0.1104445521186799
9,1,0.0,0.0189177891407103,0.3649762811338147,0.2594287745889785,0.9844035408,0.996978852,1.0,0.0831726843759671,0.1292965439306902,0.0,0.0685279187817258,0.2684446774823309,0.9972782383,0.0,0.3115501519756838,0.2458881578947368,0.1563463389834175,0.1212015969370586,0.1899805379074882,0.175849529037941
9,2,0.0,0.0193058585278374,0.5984818646165488,0.40521354914231,0.9908039571,0.989971659,1.0,0.0875083197655219,0.2493643469253225,0.0,0.1345177664974619,0.2864157936848534,0.9983826835,0.0,0.2826747720364742,0.3133223684210526,0.2830838210001406,0.2233492977406156,0.2693043953851784,0.1922461978891896
9,0,1.0,0.0386189536164814,0.4890197844806596,0.3226161143460227,0.994818833,0.9978496826,1.0,0.106421595145145,0.222054807420661,0.0,0.0964467005076142,0.1089573141806857,0.9990302476,0.0,0.344224924012158,0.2072368421052631,0.3823082414789014,0.0659363256439646,0.1641751124032618,0.1001405402713497
9,1,1.0,0.0246072642231014,0.5283438378806015,0.4297141886530806,0.9867804238,0.9976944546,1.0,0.2108469684154642,0.2671626330162915,0.0,0.1142131979695431,0.1931139544782286,0.9994427373,0.0,0.5045592705167173,0.2894736842105263,0.408731489393923,0.129526056312709,0.2357711907989433,0.1484938978039486
9,2,1.0,0.029883026009904,0.7479578916595578,0.4821482981545555,0.9896737929,0.9907773386,1.0,0.2837055428565951,0.5979847443262077,0.0,0.1852791878172588,0.2766874592647789,0.9993195846,0.0,0.486322188449848,0.522203947368421,0.7386178026328599,0.1558570171659986,0.2717767313673221,0.1426581828598562
1,1,0.0,0.0214856439193836,0.405547047380778,0.2974001942445501,0.9841644205,0.9875357581,1.0,0.117199396184256,0.4099256050475562,0.0007122507122507,0.0901015228426395,0.3488107499336078,0.9990471142,0.0,0.1268996960486322,0.1644736842105263,0.3436644780252469,0.1223226976896986,0.1271417317204722,0.0686833425710877
1,2,0.0,0.0399552004056802,0.4302232423118334,0.2269769006910823,0.9890166593,0.9935030729,1.0,0.1396118646811349,0.2857142857142857,0.0007122507122507,0.0799492385786801,0.2552030893360539,0.9990823057,0.0,0.0661094224924012,0.1652960526315789,0.2042819128798122,0.0474175126998552,0.0707683494303939,0.0437980919596029
1,0,1.0,0.053986403725142,0.5934431740244613,0.4193611130980187,0.9746271215,0.9868682849,1.0,0.1522985226342189,0.4803653828044071,0.0007122507122507,0.133248730964467,0.1484148262503921,0.9995624953,0.0,0.2629179331306991,0.296875,0.308379395761896,0.0487162136123383,0.0981475102597806,0.0238729252585754
1,1,1.0,0.0246155815380978,0.8112851356281363,0.6137436027097161,0.9800629591,0.9708595388,1.0,0.3953287811899958,0.8042188529993408,0.0007122507122507,0.1713197969543147,0.2600132693231476,0.9991967119,0.0,0.3685410334346504,0.459703947368421,0.5985023851504105,0.2232523482018963,0.2566137370373329,0.0782570681979064
1,2,1.0,0.062079302000502,0.5715789754254758,0.396076117670685,0.9807341541,0.988173456,1.0,0.0669008299545317,0.2245974197193709,0.0007122507122507,0.0710659898477157,0.1033431920872445,0.9986057471,0.0,0.0478723404255319,0.1233552631578947,0.1809739634601447,0.0397891629282421,0.0981861433793145,0.0207055883062144
0,0,0.0,0.0350623002006768,0.6648247418440572,0.5768093622344399,0.9753839824,0.9991330733,1.0,0.2258672275491155,0.1537809586590074,0.0,0.1459390862944162,0.4576988164274614,0.9994696455,0.0,0.1246200607902735,0.0748355263157894,0.2429419018464634,0.0980143387815034,0.255415854163217,0.08673682794725
0,1,0.0,0.0276277325483235,0.5765758707309088,0.4711606388652234,0.9779190887,0.9934065934,1.0,0.1537615813157485,0.1677182408889725,0.0,0.1281725888324873,0.4158396403784212,0.9993287289,0.0,0.2036474164133738,0.1175986842105263,0.2276466515949679,0.1091960392256104,0.1992025820592616,0.1227691776688246
0,2,0.0,0.0279033413157879,0.5665824926845017,0.5131070081520348,0.9885358255,0.9964490576,1.0,0.1487424418212042,0.1221395611639514,0.0,0.1459390862944162,0.3077369267520704,0.9993537308,0.0,0.0425531914893617,0.0896381578947368,0.1961772691379925,0.1157921980504509,0.1824017425958428,0.0660085930388159
0,0,1.0,0.0360275130247481,0.5433217033485991,0.3752585543554826,0.9774634932,0.9806205851,1.0,0.3365149954562422,0.4067237969676994,0.0,0.1548223350253807,0.5679147171234656,0.9997880493,0.0,0.2826747720364742,0.1924342105263158,0.6074074875333975,0.0699656746477217,0.2124748928827523,0.119698725612327
0,1,1.0,0.0305229573570222,0.526831938936647,0.3944023026893649,0.9777811771,0.9832205496,1.0,0.2836813577881324,0.3555890385158677,0.0,0.1510152284263959,0.3214592268714903,0.9996811286,0.0,0.4506079027355623,0.1833881578947368,0.516558136013067,0.0742570799743606,0.1664643990293454,0.100817068603703
0,2,1.0,0.0308190602847754,0.5148159962822279,0.5106966953582266,0.9900525607,0.9920826919,1.0,0.2606155505407528,0.2518127883981542,0.0,0.1637055837563451,0.2815917074295678,0.9996824854,0.0,0.0623100303951367,0.1118421052631578,0.4666917260700726,0.0763195852465897,0.1315058483839091,0.0417592498065585
2,0,0.0,0.0117217644616722,0.3227864175832113,0.2443933862245761,0.9903194579,0.9979025868,1.0,0.0739121844722815,0.1565119126094735,0.0,0.0850253807106598,0.1806532084392567,0.9987551632,0.0,0.0661094224924012,0.0879934210526315,0.1839270068255324,0.1772518558502972,0.1637024185681338,0.1680524690582737
2,1,0.0,0.022047038675196,0.4195141020691157,0.3145183244973897,0.9853768279,0.9958971554,1.0,0.110025632213705,0.055372445616348,0.0,0.0786802030456852,0.2779643763207535,0.9981013751,0.0,0.0585106382978723,0.0493421052631578,0.1192656332817722,0.1019474376212612,0.1191695726613892,0.0669142776699548
2,2,0.0,0.0153657392693827,0.3890002939823533,0.332957393182633,0.9833010572,0.9938139424,1.0,0.1283198910059581,0.0911573594500423,0.0,0.1002538071065989,0.2050872992564757,0.9983901625,0.0,0.1671732522796352,0.0731907894736842,0.1582906962908477,0.146716198804463,0.1629488528189265,0.1057235597905626
2,0,0.0,0.0353962855555829,0.2942627684815832,0.3147867848071916,0.9900503202,1.0,1.0,0.0567681380245696,0.0372916470477446,0.0,0.0368020304568527,0.0643728668680795,0.9997092178,0.0,0.0448328267477203,0.0213815789473684,0.0513591571386848,0.0150708719883996,0.0232620244956211,0.0077850029667604
2,0,1.0,0.0179701329419045,0.4934071574257396,0.3246312356688675,0.9868173258,0.9960128815,1.0,0.2366917911858789,0.4784819662868443,0.0,0.1408629441624365,0.2089413005932746,0.9996731018,0.0,0.229483282674772,0.2417763157894736,0.5422160805650805,0.1820748751805837,0.2601762684291592,0.2413266844582037
2,1,1.0,0.019562533147905,0.4489618408082678,0.3495877895709746,0.9829007163,0.9803809834,1.0,0.3365398703270048,0.2377813353423109,0.0,0.1205583756345177,0.2637966672680696,0.9996140537,0.0,0.2036474164133738,0.131578947368421,0.3920138025030558,0.1248718898308844,0.1698366503448785,0.1188928893104135
2,2,1.0,0.0153268052809923,0.4668310858288639,0.3263676109100673,0.9890853329,0.9963589287,1.0,0.2175379307588928,0.2270458611922026,0.0,0.1395939086294416,0.2715077310243726,0.9989197358,0.0,0.297112462006079,0.1850328947368421,0.411078780274103,0.1794810184265959,0.199153339694466,0.1695285574392466
3,0,0.0,0.0284644857037448,0.3816268729521149,0.305299156762264,0.9805166375,0.9968879668,1.0,0.1649983408155289,0.0436952632074583,0.0,0.0532994923857867,0.3327771024546201,0.9986959154,0.0,0.026595744680851,0.0592105263157894,0.0641827209103594,0.0557149128368876,0.0670410629847014,0.0346834269352394
3,1,0.0,0.0154655668168516,0.335119567834489,0.2159999700953027,0.972548391,0.9974296946,1.0,0.2027245343375607,0.1276956398907618,0.0,0.0761421319796954,0.1380793865427332,0.9984185412,0.0,0.1360182370820668,0.1677631578947368,0.1851060607699546,0.1226526969335125,0.1504163568094406,0.1510753770032359
3,2,0.0,0.0177680262036496,0.354034226743681,0.2707374612139673,0.9797517962,0.9738671115,1.0,0.1331931523097754,0.0500047085412939,0.0,0.0723350253807106,0.2507517554947484,0.99940179,0.0,0.067629179331307,0.0649671052631579,0.09696096141573,0.1020032747964896,0.1198247696818646,0.0846279131413489
3,0,1.0,0.0342131739597398,0.491035268640713,0.361833954971365,0.9788804725,0.9941120306,1.0,0.3156217055567006,0.1446463885488275,0.0,0.0799492385786801,0.2958801533996726,0.9994470457,0.0,0.161854103343465,0.1735197368421052,0.2697356323082415,0.0735590732394846,0.091735640092911,0.0456056941994077
3,1,1.0,0.0510796615425733,0.7056574400973892,0.5517993060832741,0.95464871,0.9908579466,1.0,0.1317693403799697,0.1476598549769281,0.0,0.1192893401015228,0.4400072350721153,0.9980508872,0.0,0.087386018237082,0.1044407894736842,0.320091511893301,0.0705363172473661,0.1663818305843313,0.0407273079858638
3,2,1.0,0.0201395583974835,0.4248148475393575,0.2706563814771558,0.968481999,0.9735559347,1.0,0.2381157170830211,0.1092381580186458,0.0,0.0939086294416243,0.2227246925214788,0.9996644907,0.0,0.1838905775075988,0.2179276315789473,0.2895929559639577,0.1136785789460439,0.1354067446157319,0.1169892041757355
4,0,1.0,0.1137801201050657,0.4870177236763092,0.3506104426774197,0.9887179487,0.997146933,1.0,0.0,0.0661079197664563,0.0,0.0368020304568527,0.0584106400828143,0.9995746491,0.0,0.0516717325227963,0.0419407894736842,0.0722386881131891,0.0071704541704565,0.0250457358763189,0.0061959880819984
4,1,1.0,0.0466253104174258,0.6192528915089239,0.3635709562509777,0.9898177408,0.9954286571,1.0,0.0,0.4264054995762312,0.0,0.1878172588832487,0.0927680631735352,0.9997291469,0.0,0.1610942249240121,0.1661184210526315,0.3593734788581565,0.0669016945152142,0.1428052939254183,0.0608632675451815
4,2,1.0,0.0181083119221128,0.8429801392831231,0.5388441365621488,0.9773596827,0.9976580796,1.0,0.0,0.577738016762407,0.0,0.2614213197969543,0.195494845356924,0.9996089437,0.0,0.2978723404255319,0.2985197368421052,0.5029746773827166,0.3283791627844704,0.3107959355947569,0.115559323756767
